S.No,date,time,product_name,quantity,unit_price,total_amount,payment_mode,transaction_type
2081,23-01-2024,03:13,"Dugar, Biscuits",3,43.72,131.16,Credit,Delivery
2082,23-01-2024,04:22,Salvi-Saraf Coffee,4,440.53,1762.13,Credit,Phone Order
2083,23-01-2024,19:27,Kade-Srinivasan Tea,3,111.99,335.97,UPI,Walk-in
2084,23-01-2024,00:17,Sunder-Kapadia Tea,5,298.51,1492.55,UPI,Walk-in
2085,23-01-2024,16:20,Chacko Soft Drinks,3,93.77,281.31,UPI,Delivery
2086,23-01-2024,10:27,Lalla Detergent,3,189.84,569.52,Credit,Delivery
2087,23-01-2024,15:05,"Varughese, Sugar",1,125.46,125.46,Credit,Walk-in
2088,23-01-2024,18:59,Patil-Narain Pulses,3,389.94,1169.83,UPI,Walk-in
2089,23-01-2024,18:55,Sethi Masala,1,319.4,319.4,Cash,Phone Order
2090,23-01-2024,17:12,Suri Coffee,2,329.58,659.17,Credit,Walk-in
2091,23-01-2024,18:56,Jaggi-Sule Masala,2,315.37,630.74,Cash,Walk-in
2092,23-01-2024,00:01,Gour-Deo Toothpaste,2,402.05,804.1,Credit,Walk-in
2093,23-01-2024,06:10,Dua Pulses,4,411.32,1645.28,UPI,Walk-in
2094,23-01-2024,00:37,Bora-Bhalla Rice,2,79.53,159.06,Cash,Phone Order
2095,23-01-2024,04:00,Lad Masala,5,282.71,1413.54,UPI,Phone Order
2096,23-01-2024,13:45,"Atwal, Masala",1,269.94,269.94,Cash,Phone Order
2097,23-01-2024,10:32,Handa Soap,5,71.14,355.72,Cash,Phone Order
2098,23-01-2024,13:52,"Bobal, Salt",1,479.79,479.79,Cash,Phone Order
2099,23-01-2024,07:10,Sachar Rice,2,342.8,685.6,Credit,Walk-in
2100,23-01-2024,03:08,Cherian-Koshy Oil,2,42.05,84.1,Cash,Walk-in
2101,23-01-2024,06:25,Sha Tea,2,84.88,169.76,Cash,Walk-in
2102,23-01-2024,14:42,Swaminathan Soap,4,249.52,998.1,UPI,Phone Order
2103,23-01-2024,15:54,Sengupta Detergent,2,199.04,398.09,Credit,Delivery
2104,23-01-2024,08:06,Dubey Dal,2,324.72,649.44,Cash,Walk-in
2105,23-01-2024,19:43,"Saini, Juice",5,419.13,2095.65,UPI,Walk-in
2106,23-01-2024,12:42,Ravel-Prashad Biscuits,5,189.3,946.5,Credit,Walk-in
2107,23-01-2024,23:19,"Varughese, Sugar",3,125.46,376.38,Cash,Walk-in
2108,23-01-2024,12:41,Cherian-Koshy Oil,1,46.72,46.72,Credit,Walk-in
2109,23-01-2024,15:23,Mammen Soap,5,229.9,1149.5,UPI,Walk-in
2110,23-01-2024,09:41,Kade-Srinivasan Tea,2,106.39,212.78,Cash,Walk-in
2111,23-01-2024,20:06,Memon Chocolates,2,423.16,846.32,UPI,Walk-in
2112,23-01-2024,09:06,"Dash, Soap",4,104.72,418.88,Cash,Walk-in
2113,23-01-2024,05:54,Ramesh Dal,4,40.62,162.49,Cash,Walk-in
2114,23-01-2024,05:55,Upadhyay Soap,4,264.38,1057.54,Credit,Walk-in
2115,23-01-2024,12:46,"Atwal, Masala",1,242.95,242.95,UPI,Walk-in
2116,23-01-2024,18:45,Khalsa Chips,1,86.14,86.14,Credit,Walk-in
2117,23-01-2024,02:19,Ravel-Prashad Biscuits,2,189.3,378.6,Cash,Delivery
2118,23-01-2024,14:05,Sachar Rice,2,380.89,761.78,Credit,Walk-in
2119,23-01-2024,01:51,"Ganesh, Soap",2,31.1,62.21,UPI,Walk-in
2120,23-01-2024,00:34,"Gade, Chips",2,331.45,662.9,Credit,Walk-in
2121,23-01-2024,01:59,Chandran-Vyas Toothpaste,4,192.65,770.6,Credit,Walk-in
2122,23-01-2024,15:44,Ranganathan Pulses,4,267.98,1071.92,Credit,Walk-in
2123,24-01-2024,07:40,Pall Detergent,5,279.58,1397.9,Credit,Walk-in
2124,24-01-2024,06:09,"Majumdar, Oil",2,49.24,98.48,Credit,Walk-in
2125,24-01-2024,05:32,Memon-Lall Wheat Flour,4,173.11,692.44,Cash,Walk-in
2126,24-01-2024,08:45,Ratta Soft Drinks,4,174.62,698.48,Credit,Walk-in
2127,24-01-2024,02:13,Bajaj Namkeen,4,328.0,1312.0,UPI,Walk-in
2128,24-01-2024,19:42,Narasimhan Salt,3,19.07,57.21,UPI,Phone Order
2129,24-01-2024,00:21,"Narayan, Toothpaste",1,203.83,203.83,Cash,Walk-in
2130,24-01-2024,20:53,Rastogi-Gandhi Detergent,1,160.53,160.53,Credit,Walk-in
2131,24-01-2024,07:23,Aurora-Madan Namkeen,2,91.87,183.74,Credit,Phone Order
2132,24-01-2024,07:02,Memon Chocolates,2,400.89,801.77,Cash,Phone Order
2133,24-01-2024,07:30,"Sule, Masala",1,395.13,395.13,Credit,Walk-in
2134,24-01-2024,23:53,"Parsa, Chocolates",2,452.18,904.36,UPI,Walk-in
2135,24-01-2024,10:34,Handa Soap,5,79.05,395.25,UPI,Walk-in
2136,24-01-2024,05:01,"Dalal, Coffee",4,195.59,782.36,Cash,Walk-in
2137,24-01-2024,06:52,Narasimhan Salt,3,19.07,57.21,UPI,Delivery
2138,24-01-2024,01:39,"Dalal, Coffee",5,195.59,977.95,UPI,Walk-in
2139,24-01-2024,08:26,Ravel-Prashad Biscuits,4,189.3,757.2,UPI,Walk-in
2140,24-01-2024,09:42,Tara-Padmanabhan Tea,1,11.76,11.76,Cash,Walk-in
2141,24-01-2024,03:10,Devi-Chaudhry Masala,3,440.13,1320.39,Credit,Walk-in
2142,24-01-2024,23:56,Bora-Bhalla Rice,5,79.53,397.65,Cash,Walk-in
2143,24-01-2024,05:46,"Atwal, Masala",3,269.94,809.82,UPI,Walk-in
2144,24-01-2024,03:59,Kaur-Sama Salt,1,123.45,123.45,UPI,Phone Order
2145,24-01-2024,12:36,Gour-Deo Toothpaste,4,381.95,1527.79,Cash,Phone Order
2146,24-01-2024,21:22,Naidu-Goyal Chips,4,411.18,1644.72,Cash,Phone Order
2147,24-01-2024,20:00,Mangat Soft Drinks,3,346.56,1039.68,UPI,Walk-in
2148,24-01-2024,04:47,Issac Soft Drinks,3,378.3,1134.89,UPI,Phone Order
2149,24-01-2024,10:52,"Manda, Coffee",5,50.94,254.7,Credit,Walk-in
2150,24-01-2024,14:26,Rao-Bansal Spices,3,117.81,353.43,UPI,Walk-in
2151,24-01-2024,05:55,Lalla Detergent,5,179.85,899.24,Cash,Walk-in
2152,24-01-2024,21:40,Ravel-Prashad Biscuits,2,189.3,378.6,Cash,Walk-in
2153,24-01-2024,15:00,Mangat Soft Drinks,1,311.9,311.9,Credit,Walk-in
2154,24-01-2024,07:08,Dua Pulses,1,411.32,411.32,Credit,Delivery
2155,24-01-2024,23:42,"Varughese, Sugar",1,125.46,125.46,UPI,Walk-in
2156,24-01-2024,15:58,"Ganesh, Soap",3,34.56,103.68,Cash,Walk-in
2157,24-01-2024,05:55,Ramesh Dal,3,38.48,115.45,Cash,Walk-in
2158,24-01-2024,20:13,"Dash, Soap",2,94.25,188.5,Credit,Walk-in
2159,24-01-2024,17:57,"Dora, Pulses",4,206.15,824.6,UPI,Walk-in
2160,24-01-2024,05:17,Rao-Bansal Spices,2,130.9,261.8,Cash,Walk-in
2161,24-01-2024,15:37,"Gade, Chips",4,349.87,1399.46,UPI,Walk-in
2162,24-01-2024,02:53,"Saini, Juice",2,397.07,794.14,Credit,Walk-in
2163,24-01-2024,15:05,Nazareth Spices,2,22.84,45.68,Cash,Phone Order
2164,24-01-2024,14:17,"Sule, Masala",3,355.62,1066.85,Cash,Walk-in
2165,24-01-2024,11:06,Bora-Bhalla Rice,5,71.58,357.88,Cash,Delivery
2166,24-01-2024,15:36,Gour-Deo Toothpaste,3,402.05,1206.15,Credit,Walk-in
2167,24-01-2024,17:52,Ben-Chaudhary Soft Drinks,3,32.1,96.3,Cash,Phone Order
2168,24-01-2024,14:37,Swamy Sugar,5,314.23,1571.15,UPI,Walk-in
2169,24-01-2024,00:01,"Venkatesh, Shampoo",3,436.26,1308.78,Cash,Walk-in
2170,24-01-2024,03:47,"Manda, Coffee",4,50.94,203.76,Cash,Walk-in
2171,24-01-2024,18:15,Narasimhan Salt,1,18.12,18.12,Credit,Walk-in
2172,24-01-2024,09:34,Chhabra-Aurora Tea,4,414.52,1658.08,UPI,Walk-in
2173,24-01-2024,17:12,Srinivasan-Bassi Coffee,3,137.39,412.17,Credit,Phone Order
2174,24-01-2024,07:50,Buch Shampoo,2,202.38,404.76,Credit,Delivery
2175,24-01-2024,09:44,"Venkatesh, Shampoo",1,414.45,414.45,Cash,Walk-in
2176,24-01-2024,12:47,Chandran-Vyas Toothpaste,5,192.65,963.25,Cash,Phone Order
2177,24-01-2024,04:37,"Bobal, Salt",5,455.8,2279.0,Cash,Walk-in
2178,24-01-2024,06:48,Chandran-Vyas Toothpaste,2,192.65,385.3,Credit,Delivery
2179,24-01-2024,15:02,Sant Dal,4,440.09,1760.35,UPI,Walk-in
2180,24-01-2024,19:06,Yadav Rice,5,22.88,114.38,Credit,Walk-in
2181,24-01-2024,03:47,Pall Detergent,3,279.58,838.74,Cash,Walk-in
2182,24-01-2024,04:32,Upadhyay Soap,5,278.3,1391.5,Credit,Walk-in
2183,24-01-2024,00:19,Palla-Muni Biscuits,2,305.12,610.24,Credit,Delivery
2184,24-01-2024,07:48,"Barad, Salt",2,182.95,365.9,Credit,Walk-in
2185,24-01-2024,17:38,Aurora-Madan Namkeen,5,91.87,459.35,Credit,Walk-in
2186,24-01-2024,21:26,Jaggi-Sule Masala,4,315.37,1261.48,Credit,Walk-in
2187,24-01-2024,15:09,"Manda, Coffee",5,56.6,283.0,Cash,Walk-in
2188,24-01-2024,01:32,Rastogi-Gandhi Detergent,2,178.37,356.74,UPI,Walk-in
2189,24-01-2024,15:19,Joshi Coffee,4,359.99,1439.96,Credit,Walk-in
2190,24-01-2024,00:30,"Varughese, Sugar",2,112.91,225.83,Credit,Phone Order
2191,24-01-2024,18:34,"Kota, Namkeen",1,444.5,444.5,Credit,Walk-in
2192,24-01-2024,01:20,Rao-Bansal Spices,4,130.9,523.6,Cash,Walk-in
2193,24-01-2024,17:35,"Krishnamurthy, Masala",2,195.04,390.09,UPI,Walk-in
2194,24-01-2024,16:42,Bajaj Namkeen,1,311.6,311.6,Cash,Walk-in
2195,24-01-2024,00:36,Pall Detergent,1,279.58,279.58,Cash,Walk-in
2196,24-01-2024,11:41,"Lata, Namkeen",5,427.34,2136.69,Credit,Walk-in
2197,24-01-2024,03:26,Dua Pulses,2,370.19,740.38,Credit,Walk-in
2198,24-01-2024,06:48,Upadhyay Soap,1,250.47,250.47,Cash,Walk-in
2199,24-01-2024,00:48,"Manda, Coffee",5,53.77,268.85,Cash,Walk-in
2200,24-01-2024,05:05,Ganguly-Loke Namkeen,1,99.44,99.44,Cash,Walk-in
2201,24-01-2024,02:09,Patil-Narain Pulses,5,389.94,1949.72,Cash,Walk-in
2202,24-01-2024,06:52,Mammen Soap,1,229.9,229.9,Credit,Walk-in
2203,24-01-2024,05:32,Pall Detergent,2,279.58,559.16,Cash,Walk-in
2204,24-01-2024,05:07,Chaudhry Rice,1,66.07,66.07,UPI,Delivery
2205,24-01-2024,07:08,Memon-Lall Wheat Flour,1,182.22,182.22,Credit,Phone Order
2206,24-01-2024,17:45,Datta-Solanki Soap,3,403.41,1210.23,UPI,Delivery
2207,24-01-2024,07:51,"Dora, Pulses",1,185.54,185.54,Credit,Walk-in
2208,24-01-2024,14:44,Issac Soft Drinks,3,420.33,1260.99,UPI,Walk-in
2209,24-01-2024,10:48,Dubey Dal,2,341.81,683.62,Cash,Walk-in
2210,24-01-2024,05:45,"Sanghvi, Wheat Flour",2,96.44,192.88,Cash,Walk-in
2211,24-01-2024,08:55,Memon-Lall Wheat Flour,5,182.22,911.1,Credit,Walk-in
2212,24-01-2024,18:05,Ben-Chaudhary Soft Drinks,5,32.1,160.5,Credit,Delivery
2213,24-01-2024,05:31,"Ganesh, Soap",1,34.56,34.56,Credit,Walk-in
2214,24-01-2024,00:21,Mitter-Ramanathan Dal,1,244.75,244.75,Credit,Walk-in
2215,24-01-2024,16:41,"Narayan, Toothpaste",2,226.48,452.96,Credit,Walk-in
2216,24-01-2024,13:09,Sachar Rice,4,361.85,1447.38,Cash,Walk-in
2217,24-01-2024,21:45,Mangat Soft Drinks,2,311.9,623.81,Cash,Walk-in
2218,24-01-2024,09:57,Sant Dal,4,463.25,1853.0,Cash,Phone Order
2219,24-01-2024,12:32,Swaminathan Soap,1,263.39,263.39,UPI,Walk-in
2220,24-01-2024,10:58,Khalsa Chips,1,77.53,77.53,Cash,Phone Order
2221,24-01-2024,18:02,Pall Detergent,4,279.58,1118.32,UPI,Phone Order
2222,24-01-2024,04:16,Palla-Muni Biscuits,5,321.18,1605.9,Credit,Phone Order
2223,24-01-2024,13:03,"Gade, Chips",4,368.28,1473.12,UPI,Walk-in
2224,24-01-2024,03:03,Handa Soap,3,79.05,237.15,UPI,Walk-in
2225,24-01-2024,19:52,Dave-Purohit Sugar,1,15.04,15.04,Credit,Walk-in
2226,24-01-2024,04:49,Dhillon-Karan Rice,2,12.73,25.46,Cash,Walk-in
2227,24-01-2024,10:11,"Kota, Namkeen",1,422.28,422.28,Credit,Walk-in
2228,24-01-2024,22:42,Ranganathan Pulses,3,241.18,723.55,Credit,Phone Order
2229,24-01-2024,18:48,"Narayan, Toothpaste",1,203.83,203.83,Credit,Phone Order
2230,24-01-2024,12:36,Kant Oil,5,143.02,715.11,Cash,Walk-in
2231,24-01-2024,03:29,"Saini, Juice",4,419.13,1676.52,Credit,Phone Order
2232,24-01-2024,16:59,"Dugar, Biscuits",4,43.72,174.88,Cash,Walk-in
2233,24-01-2024,06:09,Buch-Sehgal Coffee,1,403.28,403.28,UPI,Phone Order
2234,24-01-2024,15:41,"Sanghvi, Wheat Flour",4,96.44,385.76,UPI,Walk-in
2235,24-01-2024,20:36,Ramesh Dal,1,40.62,40.62,Cash,Walk-in
2236,24-01-2024,09:23,Madan-Divan Chocolates,3,58.19,174.57,Cash,Walk-in
2237,24-01-2024,18:22,Rastogi-Gandhi Detergent,5,160.53,802.67,UPI,Phone Order
2238,24-01-2024,01:47,"Manda, Coffee",5,56.6,283.0,Credit,Walk-in
2239,24-01-2024,11:34,Nazareth Spices,1,22.84,22.84,Cash,Walk-in
2240,24-01-2024,06:48,Lad Masala,4,314.12,1256.48,Cash,Phone Order
2241,24-01-2024,00:53,Patil-Narain Pulses,4,411.61,1646.43,Cash,Walk-in
2242,24-01-2024,19:44,"Bobal, Salt",3,479.79,1439.37,Credit,Delivery
2243,25-01-2024,13:00,Ravel-Prashad Biscuits,3,189.3,567.9,UPI,Walk-in
2244,25-01-2024,01:22,Dave-Purohit Sugar,4,15.04,60.16,UPI,Walk-in
2245,25-01-2024,15:59,Memon Chocolates,1,423.16,423.16,UPI,Walk-in
2246,25-01-2024,04:12,Kant Oil,5,135.5,677.48,Credit,Walk-in
2247,25-01-2024,01:42,Raman Toothpaste,3,10.9,32.7,UPI,Phone Order
2248,25-01-2024,13:39,"Ahuja, Toothpaste",2,468.51,937.02,Credit,Phone Order
2249,25-01-2024,17:08,Anne-Mital Wheat Flour,5,240.0,1199.99,Cash,Walk-in
2250,25-01-2024,12:26,Rastogi-Gandhi Detergent,1,178.37,178.37,Credit,Walk-in
2251,25-01-2024,09:28,"Ahuja, Toothpaste",4,468.51,1874.04,UPI,Phone Order
2252,25-01-2024,12:55,"Lata, Namkeen",2,449.83,899.66,Credit,Phone Order
2253,25-01-2024,12:24,"Gade, Chips",5,368.28,1841.4,Credit,Phone Order
2254,25-01-2024,12:40,Buch-Sehgal Coffee,1,403.28,403.28,Cash,Phone Order
2255,25-01-2024,11:27,Mitter-Ramanathan Dal,3,244.75,734.25,UPI,Delivery
2256,25-01-2024,13:56,Handa Soap,2,75.1,150.2,UPI,Walk-in
2257,25-01-2024,09:09,Palla-Muni Biscuits,4,321.18,1284.72,Cash,Walk-in
2258,25-01-2024,13:29,"Dash, Soap",3,99.48,298.45,UPI,Walk-in
2259,25-01-2024,18:54,Kade-Srinivasan Tea,1,111.99,111.99,Cash,Phone Order
2260,25-01-2024,20:00,Kari-Agate Juice,5,106.57,532.85,Cash,Walk-in
2261,25-01-2024,14:49,Chhabra-Aurora Tea,2,414.52,829.04,Credit,Phone Order
2262,25-01-2024,08:11,"Parsa, Chocolates",5,452.18,2260.9,Credit,Walk-in
2263,25-01-2024,09:11,Srinivasan-Bassi Coffee,1,144.62,144.62,Cash,Delivery
2264,25-01-2024,20:25,"Gade, Chips",3,349.87,1049.6,Credit,Walk-in
2265,25-01-2024,08:16,"Bobal, Salt",2,455.8,911.6,Cash,Walk-in
2266,25-01-2024,14:25,Kari-Agate Juice,4,95.91,383.65,UPI,Delivery
2267,25-01-2024,07:26,"Ganesh, Soap",4,31.1,124.42,Credit,Walk-in
2268,25-01-2024,06:02,Yadav Rice,3,24.08,72.24,Credit,Walk-in
2269,25-01-2024,00:12,Narasimhan Salt,4,18.12,72.47,Credit,Walk-in
2270,25-01-2024,15:15,Datta-Solanki Soap,2,383.24,766.48,Credit,Walk-in
2271,25-01-2024,09:50,Bajaj Namkeen,1,295.2,295.2,Credit,Delivery
2272,25-01-2024,07:09,"Varughese, Sugar",4,112.91,451.66,UPI,Phone Order
2273,25-01-2024,18:12,Devi-Chaudhry Masala,5,440.13,2200.65,Credit,Walk-in
2274,25-01-2024,04:41,Kant Oil,1,143.02,143.02,Credit,Walk-in
2275,25-01-2024,03:05,Buch Shampoo,2,202.38,404.76,UPI,Walk-in
2276,25-01-2024,19:42,"Dugar, Biscuits",5,43.72,218.6,Credit,Walk-in
2277,25-01-2024,03:45,Raman Tea,5,258.72,1293.6,Cash,Walk-in
2278,25-01-2024,02:13,Sant Dal,4,463.25,1853.0,Credit,Phone Order
2279,25-01-2024,01:41,Joshi Coffee,4,359.99,1439.96,Credit,Walk-in
2280,25-01-2024,15:22,Chhabra-Aurora Tea,1,414.52,414.52,UPI,Walk-in
2281,25-01-2024,10:54,"Kota, Namkeen",3,444.5,1333.5,Credit,Phone Order
2282,25-01-2024,18:07,Sachar Rice,2,380.89,761.78,Cash,Delivery
2283,25-01-2024,04:25,"Dora, Pulses",1,206.15,206.15,Cash,Phone Order
2284,25-01-2024,19:47,Swamy Sugar,2,314.23,628.46,UPI,Phone Order
2285,25-01-2024,23:09,"Bobal, Salt",2,431.81,863.62,UPI,Walk-in
2286,25-01-2024,18:20,Devi-Chaudhry Masala,4,418.12,1672.49,UPI,Walk-in
2287,25-01-2024,02:15,Aurora-Madan Namkeen,4,91.87,367.48,Cash,Walk-in
2288,25-01-2024,19:29,"Sule, Masala",5,395.13,1975.65,UPI,Walk-in
2289,25-01-2024,07:43,Raman Tea,2,258.72,517.44,UPI,Walk-in
2290,25-01-2024,03:21,Buch-Sehgal Coffee,3,448.09,1344.27,Credit,Walk-in
2291,25-01-2024,23:29,Naidu-Goyal Chips,4,411.18,1644.72,Cash,Walk-in
2292,25-01-2024,07:51,Patil-Narain Pulses,1,433.27,433.27,Credit,Delivery
2293,25-01-2024,06:20,Chhabra-Aurora Tea,4,414.52,1658.08,Credit,Walk-in
2294,25-01-2024,15:52,Wable Soft Drinks,2,395.88,791.77,UPI,Walk-in
2295,25-01-2024,02:59,"Ahuja, Toothpaste",3,468.51,1405.53,Cash,Delivery
2296,25-01-2024,10:23,Buch Shampoo,2,182.14,364.28,Credit,Walk-in
2297,25-01-2024,19:20,"Gade, Chips",1,368.28,368.28,UPI,Walk-in
2298,25-01-2024,13:56,Naidu-Goyal Chips,3,411.18,1233.54,Cash,Walk-in
2299,25-01-2024,23:32,"Barad, Salt",1,182.95,182.95,Cash,Walk-in
2300,25-01-2024,10:07,"Narayan, Toothpaste",2,226.48,452.96,Credit,Walk-in
2301,25-01-2024,11:56,"Varughese, Sugar",1,125.46,125.46,Cash,Phone Order
2302,25-01-2024,11:58,"Varughese, Sugar",4,125.46,501.84,Credit,Walk-in
2303,25-01-2024,13:45,Sant Dal,4,440.09,1760.35,Credit,Walk-in
2304,25-01-2024,02:49,Ben-Chaudhary Soft Drinks,1,32.1,32.1,Credit,Walk-in
2305,25-01-2024,01:42,"Kota, Namkeen",3,444.5,1333.5,Cash,Phone Order
2306,25-01-2024,13:56,Ben-Chaudhary Soft Drinks,4,30.5,121.98,UPI,Walk-in
2307,25-01-2024,14:57,Madan-Divan Chocolates,5,58.19,290.95,UPI,Walk-in
2308,25-01-2024,00:24,Kaur-Sama Salt,5,123.45,617.25,Cash,Walk-in
2309,25-01-2024,04:05,"Manda, Coffee",5,50.94,254.7,Cash,Walk-in
2310,25-01-2024,17:49,"Dugar, Biscuits",2,43.72,87.44,Cash,Walk-in
2311,25-01-2024,10:42,Mammen Soap,4,229.9,919.6,Credit,Delivery
2312,25-01-2024,00:23,Joshi Coffee,1,359.99,359.99,Credit,Delivery
2313,25-01-2024,08:35,Ben-Chaudhary Soft Drinks,3,28.89,86.67,Credit,Walk-in
2314,25-01-2024,04:47,"Majumdar, Oil",2,49.24,98.48,Credit,Phone Order
2315,25-01-2024,07:09,"Lata, Namkeen",5,449.83,2249.15,Cash,Walk-in
2316,25-01-2024,08:55,"Sehgal, Salt",2,354.88,709.76,Cash,Walk-in
2317,25-01-2024,01:10,Devi-Chaudhry Masala,5,440.13,2200.65,Credit,Walk-in
2318,25-01-2024,21:26,Sethi Masala,1,287.46,287.46,Cash,Phone Order
2319,25-01-2024,08:28,Kaur-Sama Salt,2,111.1,222.21,Cash,Walk-in
2320,25-01-2024,05:07,Lad Masala,5,314.12,1570.6,Credit,Walk-in
2321,25-01-2024,08:24,Lalla Detergent,5,189.84,949.19,UPI,Walk-in
2322,25-01-2024,23:33,"Manda, Coffee",1,50.94,50.94,Credit,Walk-in
2323,27-01-2024,05:42,Tara-Padmanabhan Tea,1,13.07,13.07,Cash,Walk-in
2324,27-01-2024,14:16,"Saini, Juice",1,397.07,397.07,Cash,Walk-in
2325,27-01-2024,12:11,"Krishnamurthy, Masala",2,205.31,410.62,Credit,Walk-in
2326,27-01-2024,15:59,"Dugar, Biscuits",5,43.72,218.6,Credit,Walk-in
2327,27-01-2024,12:39,Sha Tea,4,84.88,339.53,UPI,Phone Order
2328,27-01-2024,02:21,"Mani, Dal",2,362.64,725.27,UPI,Phone Order
2329,27-01-2024,01:41,Cherian-Koshy Oil,1,46.72,46.72,Credit,Walk-in
2330,27-01-2024,01:59,Chaudhry Rice,4,59.46,237.85,UPI,Delivery
2331,27-01-2024,12:11,Nazareth Spices,4,22.84,91.36,Credit,Walk-in
2332,27-01-2024,13:06,Issac Soft Drinks,1,399.31,399.31,Cash,Walk-in
2333,27-01-2024,09:42,Cherian-Koshy Oil,2,46.72,93.44,Cash,Walk-in
2334,27-01-2024,12:34,"Narayan, Toothpaste",4,203.83,815.33,Cash,Phone Order
2335,27-01-2024,01:40,Dave-Purohit Sugar,3,16.71,50.13,UPI,Phone Order
2336,27-01-2024,08:49,Bajaj Namkeen,4,328.0,1312.0,UPI,Walk-in
2337,27-01-2024,09:20,Raman Toothpaste,4,10.9,43.6,Cash,Walk-in
2338,27-01-2024,15:35,Bora-Bhalla Rice,2,79.53,159.06,UPI,Delivery
2339,27-01-2024,11:11,"Ahuja, Toothpaste",1,445.08,445.08,Credit,Walk-in
2340,27-01-2024,13:32,Kade-Srinivasan Tea,2,111.99,223.98,Cash,Walk-in
2341,27-01-2024,00:58,"Ganesh, Soap",2,34.56,69.12,UPI,Delivery
2342,27-01-2024,22:01,"Barad, Salt",4,182.95,731.8,Credit,Phone Order
2343,27-01-2024,03:53,Yadav Rice,3,22.88,68.63,Credit,Walk-in
2344,27-01-2024,04:10,"Krishnamurthy, Masala",4,184.78,739.12,Cash,Delivery
2345,27-01-2024,14:01,Chandran-Vyas Toothpaste,2,192.65,385.3,Credit,Walk-in
2346,27-01-2024,22:38,Kaur-Sama Salt,4,111.1,444.42,Credit,Phone Order
2347,27-01-2024,13:46,Handa Soap,2,79.05,158.1,Cash,Delivery
2348,27-01-2024,05:48,Suri Coffee,3,329.58,988.75,UPI,Walk-in
2349,27-01-2024,23:14,Chhabra-Aurora Tea,4,414.52,1658.08,UPI,Phone Order
2350,27-01-2024,14:59,Bajaj Namkeen,5,328.0,1640.0,Credit,Walk-in
2351,27-01-2024,00:48,"Krishnamurthy, Masala",4,205.31,821.24,UPI,Walk-in
2352,27-01-2024,13:08,Chacko Soft Drinks,1,89.08,89.08,Credit,Phone Order
2353,27-01-2024,12:02,Naidu-Bhandari Rice,4,237.64,950.56,Credit,Walk-in
2354,27-01-2024,15:14,Buch-Sehgal Coffee,3,448.09,1344.27,Credit,Walk-in
2355,27-01-2024,22:32,Naidu-Goyal Chips,5,411.18,2055.9,UPI,Phone Order
2356,27-01-2024,23:47,"Sanghvi, Wheat Flour",4,96.44,385.76,Cash,Walk-in
2357,27-01-2024,18:43,Devi-Chaudhry Masala,4,396.12,1584.47,UPI,Walk-in
2358,27-01-2024,13:47,Yadav Rice,3,24.08,72.24,Cash,Walk-in
2359,27-01-2024,07:35,Srinivasan-Bassi Coffee,2,144.62,289.24,Cash,Walk-in
2360,27-01-2024,10:52,Madan-Divan Chocolates,2,58.19,116.38,Cash,Walk-in
2361,27-01-2024,16:42,Dubey Dal,1,341.81,341.81,UPI,Walk-in
2362,27-01-2024,07:40,Anne-Mital Wheat Flour,4,240.0,959.99,UPI,Delivery
2363,27-01-2024,23:56,Handa Soap,5,79.05,395.25,Credit,Walk-in
2364,27-01-2024,14:45,Mangat Soft Drinks,5,311.9,1559.52,UPI,Walk-in
2365,27-01-2024,23:54,Joshi Coffee,5,341.99,1709.95,UPI,Walk-in
2366,27-01-2024,01:22,Tara-Padmanabhan Tea,3,13.07,39.21,Credit,Walk-in
2367,27-01-2024,22:38,Issac Soft Drinks,3,420.33,1260.99,Cash,Walk-in
2368,27-01-2024,11:37,Bajaj Namkeen,5,328.0,1640.0,Cash,Delivery
2369,27-01-2024,02:22,Tiwari-Krishnan Chips,2,175.92,351.84,Credit,Walk-in
2370,27-01-2024,02:42,"Dugar, Biscuits",5,41.53,207.67,UPI,Walk-in
2371,27-01-2024,03:23,"Dalal, Coffee",2,195.59,391.18,UPI,Walk-in
2372,27-01-2024,15:22,Naidu-Goyal Chips,1,411.18,411.18,Cash,Walk-in
2373,27-01-2024,14:33,Sant Dal,4,440.09,1760.35,UPI,Walk-in
2374,27-01-2024,12:00,Pall Detergent,1,279.58,279.58,Credit,Walk-in
2375,27-01-2024,07:00,Chacko Soft Drinks,5,89.08,445.41,Cash,Walk-in
2376,27-01-2024,04:31,Nayak Dal,2,207.03,414.07,UPI,Walk-in
2377,27-01-2024,01:11,Mangat Soft Drinks,5,346.56,1732.8,UPI,Walk-in
2378,27-01-2024,00:45,Bora-Bhalla Rice,3,75.55,226.66,Credit,Walk-in
2379,27-01-2024,03:30,Rao-Bansal Spices,2,130.9,261.8,UPI,Phone Order
2380,27-01-2024,06:08,Joshi Coffee,5,359.99,1799.95,Cash,Phone Order
2381,27-01-2024,20:14,Sachar Rice,3,342.8,1028.4,Cash,Walk-in
2382,27-01-2024,01:50,Naidu-Goyal Chips,2,411.18,822.36,Credit,Phone Order
2383,27-01-2024,21:06,Nayak Dal,3,207.03,621.1,Cash,Phone Order
2384,27-01-2024,07:15,Memon Chocolates,3,400.89,1202.66,Credit,Walk-in
2385,27-01-2024,21:59,"Narayan, Toothpaste",3,203.83,611.5,Cash,Walk-in
2386,27-01-2024,18:24,"Suresh, Salt",5,254.66,1273.3,Cash,Walk-in
2387,27-01-2024,07:51,Naidu-Bhandari Rice,2,237.64,475.28,Cash,Walk-in
